id_aluno,nome,curso,periodo,disciplinas_cursadas,areas_interesse
5551,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5552,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5553,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5554,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5555,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5556,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5557,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5558,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5559,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5560,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5561,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5562,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5563,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5564,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5565,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5566,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5567,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5568,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5569,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5570,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5571,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5572,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5573,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5574,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5575,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5576,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5577,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5578,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5579,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5580,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5581,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5582,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5583,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5584,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5585,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5586,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5587,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5588,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5589,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5590,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5591,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5592,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5593,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5594,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5595,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5596,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5597,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5598,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5599,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5600,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5601,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5602,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5603,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5604,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5605,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5606,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5607,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5608,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5609,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5610,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5611,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5612,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5613,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5614,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5615,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5616,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5617,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5618,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5619,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5620,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5621,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5622,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5623,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5624,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5625,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5626,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5627,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5628,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5629,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5630,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5631,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5632,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5633,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5634,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5635,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5636,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5637,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5638,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5639,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5640,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5641,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5642,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5643,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5644,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5645,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5646,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5647,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5648,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5649,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5650,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5651,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5652,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5653,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5654,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5655,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5656,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5657,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5658,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5659,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5660,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5661,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5662,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5663,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5664,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5665,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5666,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5667,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5668,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5669,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5670,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5671,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5672,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5673,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5674,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5675,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5676,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5677,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5678,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5679,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5680,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5681,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5682,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5683,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5684,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5685,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5686,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5687,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5688,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5689,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5690,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5691,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5692,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5693,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5694,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5695,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5696,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5697,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5698,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5699,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5700,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5701,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5702,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5703,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5704,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5705,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5706,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5707,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5708,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5709,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5710,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5711,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5712,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5713,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5714,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5715,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5716,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5717,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5718,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5719,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5720,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5721,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5722,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5723,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5724,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5725,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5726,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5727,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5728,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5729,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5730,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5731,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5732,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5733,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5734,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5735,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5736,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5737,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5738,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5739,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5740,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5741,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5742,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5743,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5744,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5745,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5746,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5747,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5748,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5749,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5750,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5751,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5752,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5753,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5754,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5755,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5756,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5757,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5758,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5759,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5760,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5761,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5762,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5763,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5764,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5765,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5766,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5767,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5768,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5769,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5770,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5771,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5772,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5773,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5774,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5775,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
